engine	case	quantity	status	value	note
adapter	methanol-ethanol@x1=0.7	tbub_c	ok	6.8100223865e1	feos PC-SAFT (BRD-030 spike adapter)
adapter	methanol-ethanol@x1=0.9	tbub_c	ok	6.5767275548e1	feos PC-SAFT (BRD-030 spike adapter)
kerotakis	ethanol-propan-2-ol@x1=0.1	tbub_c	ok	8.1794108185e1	Antoine+UNIFAC
kerotakis	ethanol-propan-2-ol@x1=0.1	y1	ok	1.1587847940e-1	Antoine+UNIFAC
kerotakis	ethanol-propan-2-ol@x1=0.3	tbub_c	ok	8.0938794413e1	Antoine+UNIFAC
kerotakis	ethanol-propan-2-ol@x1=0.3	y1	ok	3.3497512007e-1	Antoine+UNIFAC
kerotakis	ethanol-propan-2-ol@x1=0.5	tbub_c	ok	8.0133146293e1	Antoine+UNIFAC
kerotakis	ethanol-propan-2-ol@x1=0.5	y1	ok	5.3923508010e-1	Antoine+UNIFAC
kerotakis	ethanol-propan-2-ol@x1=0.7	tbub_c	ok	7.9374493824e1	Antoine+UNIFAC
kerotakis	ethanol-propan-2-ol@x1=0.7	y1	ok	7.3097430314e-1	Antoine+UNIFAC
kerotakis	ethanol-propan-2-ol@x1=0.9	tbub_c	ok	7.8660404806e1	Antoine+UNIFAC
kerotakis	ethanol-propan-2-ol@x1=0.9	y1	ok	9.1242899239e-1	Antoine+UNIFAC
kerotakis	ethanol-propan-2-ol@flash	vapour_fraction	ok	0.0000000000e0	Antoine+UNIFAC
feos-pcsaft	ethanol-propan-2-ol@x1=0.1	tbub_c	ok	8.1976875335e1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	ethanol-propan-2-ol@x1=0.1	y1	ok	1.1015479050e-1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	ethanol-propan-2-ol@x1=0.3	tbub_c	ok	8.1315836689e1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	ethanol-propan-2-ol@x1=0.3	y1	ok	3.2866213272e-1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	ethanol-propan-2-ol@x1=0.5	tbub_c	ok	8.0546118601e1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	ethanol-propan-2-ol@x1=0.5	y1	ok	5.3825049658e-1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	ethanol-propan-2-ol@x1=0.7	tbub_c	ok	7.9708901957e1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	ethanol-propan-2-ol@x1=0.7	y1	ok	7.3413541440e-1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	ethanol-propan-2-ol@x1=0.9	tbub_c	ok	7.8838772031e1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	ethanol-propan-2-ol@x1=0.9	y1	ok	9.1492394758e-1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	ethanol-propan-2-ol@flash	vapour_fraction	unavailable		No phase split according to stability analysis.
adapter	ethanol-propan-2-ol@x1=0.1	tbub_c	ok	8.1976875335e1	feos PC-SAFT (BRD-030 spike adapter)
adapter	ethanol-propan-2-ol@x1=0.3	tbub_c	ok	8.1315836689e1	feos PC-SAFT (BRD-030 spike adapter)
adapter	ethanol-propan-2-ol@x1=0.5	tbub_c	ok	8.0546118601e1	feos PC-SAFT (BRD-030 spike adapter)
adapter	ethanol-propan-2-ol@x1=0.7	tbub_c	ok	7.9708901957e1	feos PC-SAFT (BRD-030 spike adapter)
adapter	ethanol-propan-2-ol@x1=0.9	tbub_c	ok	7.8838772031e1	feos PC-SAFT (BRD-030 spike adapter)
kerotakis	acetone-ethanoic-acid@x1=0.1	tbub_c	ok	1.0490563452e2	Antoine+UNIFAC
kerotakis	acetone-ethanoic-acid@x1=0.1	y1	ok	4.0494156515e-1	Antoine+UNIFAC
kerotakis	acetone-ethanoic-acid@x1=0.3	tbub_c	ok	8.5981766930e1	Antoine+UNIFAC
kerotakis	acetone-ethanoic-acid@x1=0.3	y1	ok	7.6532205116e-1	Antoine+UNIFAC
kerotakis	acetone-ethanoic-acid@x1=0.5	tbub_c	ok	7.3214984468e1	Antoine+UNIFAC
kerotakis	acetone-ethanoic-acid@x1=0.5	y1	ok	9.0055323732e-1	Antoine+UNIFAC
kerotakis	acetone-ethanoic-acid@x1=0.7	tbub_c	ok	6.4473365803e1	Antoine+UNIFAC
kerotakis	acetone-ethanoic-acid@x1=0.7	y1	ok	9.5895367769e-1	Antoine+UNIFAC
kerotakis	acetone-ethanoic-acid@x1=0.9	tbub_c	ok	5.8589906418e1	Antoine+UNIFAC
kerotakis	acetone-ethanoic-acid@x1=0.9	y1	ok	9.8801914582e-1	Antoine+UNIFAC
kerotakis	acetone-ethanoic-acid@flash	vapour_fraction	ok	0.0000000000e0	Antoine+UNIFAC
feos-pcsaft	acetone-ethanoic-acid@x1=0.1	tbub_c	ok	1.0502490920e2	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	acetone-ethanoic-acid@x1=0.1	y1	ok	3.8171320169e-1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	acetone-ethanoic-acid@x1=0.3	tbub_c	ok	8.8378447927e1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	acetone-ethanoic-acid@x1=0.3	y1	ok	7.2876885956e-1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	acetone-ethanoic-acid@x1=0.5	tbub_c	ok	7.6002197457e1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	acetone-ethanoic-acid@x1=0.5	y1	ok	8.8186142903e-1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	acetone-ethanoic-acid@x1=0.7	tbub_c	ok	6.6374573196e1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	acetone-ethanoic-acid@x1=0.7	y1	ok	9.5492467629e-1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	acetone-ethanoic-acid@x1=0.9	tbub_c	ok	5.9047117517e1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	acetone-ethanoic-acid@x1=0.9	y1	ok	9.8993972165e-1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	acetone-ethanoic-acid@flash	vapour_fraction	unavailable		No phase split according to stability analysis.
adapter	acetone-ethanoic-acid@x1=0.1	tbub_c	ok	1.0502490920e2	feos PC-SAFT (BRD-030 spike adapter)
adapter	acetone-ethanoic-acid@x1=0.3	tbub_c	ok	8.8378447927e1	feos PC-SAFT (BRD-030 spike adapter)
adapter	acetone-ethanoic-acid@x1=0.5	tbub_c	ok	7.6002197457e1	feos PC-SAFT (BRD-030 spike adapter)
adapter	acetone-ethanoic-acid@x1=0.7	tbub_c	ok	6.6374573196e1	feos PC-SAFT (BRD-030 spike adapter)
adapter	acetone-ethanoic-acid@x1=0.9	tbub_c	ok	5.9047117517e1	feos PC-SAFT (BRD-030 spike adapter)
kerotakis	hexane-ethanol@x1=0.1	tbub_c	unavailable		no Antoine constants for hexane
kerotakis	hexane-ethanol@x1=0.1	y1	unavailable		no Antoine constants for hexane
kerotakis	hexane-ethanol@x1=0.3	tbub_c	unavailable		no Antoine constants for hexane
kerotakis	hexane-ethanol@x1=0.3	y1	unavailable		no Antoine constants for hexane
kerotakis	hexane-ethanol@x1=0.5	tbub_c	unavailable		no Antoine constants for hexane
kerotakis	hexane-ethanol@x1=0.5	y1	unavailable		no Antoine constants for hexane
kerotakis	hexane-ethanol@x1=0.7	tbub_c	unavailable		no Antoine constants for hexane
kerotakis	hexane-ethanol@x1=0.7	y1	unavailable		no Antoine constants for hexane
kerotakis	hexane-ethanol@x1=0.9	tbub_c	unavailable		no Antoine constants for hexane
kerotakis	hexane-ethanol@x1=0.9	y1	unavailable		no Antoine constants for hexane
kerotakis	hexane-ethanol@flash	vapour_fraction	unavailable		no Antoine constants for hexane
feos-pcsaft	hexane-ethanol@x1=0.1	tbub_c	ok	6.4822742109e1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	hexane-ethanol@x1=0.1	y1	ok	4.6543231027e-1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	hexane-ethanol@x1=0.3	tbub_c	ok	5.9611914275e1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	hexane-ethanol@x1=0.3	y1	ok	6.0799839092e-1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	hexane-ethanol@x1=0.5	tbub_c	ok	5.8822148336e1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	hexane-ethanol@x1=0.5	y1	ok	6.3846010750e-1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	hexane-ethanol@x1=0.7	tbub_c	ok	5.8696394021e1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	hexane-ethanol@x1=0.7	y1	ok	6.6231791592e-1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	hexane-ethanol@x1=0.9	tbub_c	ok	5.9760687519e1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	hexane-ethanol@x1=0.9	y1	ok	7.1981387312e-1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	hexane-ethanol@flash	vapour_fraction	unavailable		No phase split according to stability analysis.
kerotakis	acetone-chloroform@x1=0.1	tbub_c	unavailable		no Antoine constants for chloroform
kerotakis	acetone-chloroform@x1=0.1	y1	unavailable		no Antoine constants for chloroform
kerotakis	acetone-chloroform@x1=0.3	tbub_c	unavailable		no Antoine constants for chloroform
kerotakis	acetone-chloroform@x1=0.3	y1	unavailable		no Antoine constants for chloroform
kerotakis	acetone-chloroform@x1=0.5	tbub_c	unavailable		no Antoine constants for chloroform
kerotakis	acetone-chloroform@x1=0.5	y1	unavailable		no Antoine constants for chloroform
kerotakis	acetone-chloroform@x1=0.7	tbub_c	unavailable		no Antoine constants for chloroform
kerotakis	acetone-chloroform@x1=0.7	y1	unavailable		no Antoine constants for chloroform
kerotakis	acetone-chloroform@x1=0.9	tbub_c	unavailable		no Antoine constants for chloroform
kerotakis	acetone-chloroform@x1=0.9	y1	unavailable		no Antoine constants for chloroform
kerotakis	acetone-chloroform@flash	vapour_fraction	unavailable		no Antoine constants for chloroform
feos-pcsaft	acetone-chloroform@x1=0.1	tbub_c	ok	6.1999211780e1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	acetone-chloroform@x1=0.1	y1	ok	7.0987376872e-2	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	acetone-chloroform@x1=0.3	tbub_c	ok	6.3825015638e1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	acetone-chloroform@x1=0.3	y1	ok	2.6514366050e-1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	acetone-chloroform@x1=0.5	tbub_c	ok	6.4142717920e1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	acetone-chloroform@x1=0.5	y1	ok	5.2459758927e-1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	acetone-chloroform@x1=0.7	tbub_c	ok	6.2040508757e1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	acetone-chloroform@x1=0.7	y1	ok	7.8155680740e-1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	acetone-chloroform@x1=0.9	tbub_c	ok	5.8131733584e1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	acetone-chloroform@x1=0.9	y1	ok	9.5302877064e-1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	acetone-chloroform@flash	vapour_fraction	unavailable		No phase split according to stability analysis.
kerotakis	methanol-cyclohexane@x1=0.1	tbub_c	unavailable		no Antoine constants for cyclohexane
kerotakis	methanol-cyclohexane@x1=0.1	y1	unavailable		no Antoine constants for cyclohexane
kerotakis	methanol-cyclohexane@x1=0.3	tbub_c	unavailable		no Antoine constants for cyclohexane
kerotakis	methanol-cyclohexane@x1=0.3	y1	unavailable		no Antoine constants for cyclohexane
kerotakis	methanol-cyclohexane@x1=0.5	tbub_c	unavailable		no Antoine constants for cyclohexane
kerotakis	methanol-cyclohexane@x1=0.5	y1	unavailable		no Antoine constants for cyclohexane
kerotakis	methanol-cyclohexane@x1=0.7	tbub_c	unavailable		no Antoine constants for cyclohexane
kerotakis	methanol-cyclohexane@x1=0.7	y1	unavailable		no Antoine constants for cyclohexane
kerotakis	methanol-cyclohexane@x1=0.9	tbub_c	unavailable		no Antoine constants for cyclohexane
kerotakis	methanol-cyclohexane@x1=0.9	y1	unavailable		no Antoine constants for cyclohexane
kerotakis	methanol-cyclohexane@flash	vapour_fraction	unavailable		no Antoine constants for cyclohexane
feos-pcsaft	methanol-cyclohexane@x1=0.1	tbub_c	ok	5.6409272505e1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	methanol-cyclohexane@x1=0.1	y1	ok	5.6814859274e-1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	methanol-cyclohexane@x1=0.3	tbub_c	ok	5.4455079138e1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	methanol-cyclohexane@x1=0.3	y1	ok	6.0916465698e-1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	methanol-cyclohexane@x1=0.5	tbub_c	ok	5.4334451909e1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	methanol-cyclohexane@x1=0.5	y1	ok	6.1301188825e-1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	methanol-cyclohexane@x1=0.7	tbub_c	ok	5.4339155660e1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	methanol-cyclohexane@x1=0.7	y1	ok	6.0834876911e-1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	methanol-cyclohexane@x1=0.9	tbub_c	ok	5.5475704351e1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	methanol-cyclohexane@x1=0.9	y1	ok	6.5461163514e-1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	methanol-cyclohexane@flash	vapour_fraction	unavailable		No phase split according to stability analysis.
kerotakis	ethanol-toluene@x1=0.1	tbub_c	unavailable		no Antoine constants for toluene
kerotakis	ethanol-toluene@x1=0.1	y1	unavailable		no Antoine constants for toluene
kerotakis	ethanol-toluene@x1=0.3	tbub_c	unavailable		no Antoine constants for toluene
kerotakis	ethanol-toluene@x1=0.3	y1	unavailable		no Antoine constants for toluene
kerotakis	ethanol-toluene@x1=0.5	tbub_c	unavailable		no Antoine constants for toluene
kerotakis	ethanol-toluene@x1=0.5	y1	unavailable		no Antoine constants for toluene
kerotakis	ethanol-toluene@x1=0.7	tbub_c	unavailable		no Antoine constants for toluene
kerotakis	ethanol-toluene@x1=0.7	y1	unavailable		no Antoine constants for toluene
kerotakis	ethanol-toluene@x1=0.9	tbub_c	unavailable		no Antoine constants for toluene
kerotakis	ethanol-toluene@x1=0.9	y1	unavailable		no Antoine constants for toluene
kerotakis	ethanol-toluene@flash	vapour_fraction	unavailable		no Antoine constants for toluene
feos-pcsaft	ethanol-toluene@x1=0.1	tbub_c	ok	8.5482149970e1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	ethanol-toluene@x1=0.1	y1	ok	5.5547227295e-1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	ethanol-toluene@x1=0.3	tbub_c	ok	8.0643518102e1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	ethanol-toluene@x1=0.3	y1	ok	6.4765092898e-1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	ethanol-toluene@x1=0.5	tbub_c	ok	7.8797533996e1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	ethanol-toluene@x1=0.5	y1	ok	6.9951436576e-1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	ethanol-toluene@x1=0.7	tbub_c	ok	7.7685575929e1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	ethanol-toluene@x1=0.7	y1	ok	7.6355852110e-1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	ethanol-toluene@x1=0.9	tbub_c	ok	7.7534667024e1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	ethanol-toluene@x1=0.9	y1	ok	8.8248890207e-1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	ethanol-toluene@flash	vapour_fraction	unavailable		No phase split according to stability analysis.
kerotakis	ethyl-ethanoate-ethanol@x1=0.1	tbub_c	unavailable		no Antoine constants for ethyl-ethanoate
kerotakis	ethyl-ethanoate-ethanol@x1=0.1	y1	unavailable		no Antoine constants for ethyl-ethanoate
kerotakis	ethyl-ethanoate-ethanol@x1=0.3	tbub_c	unavailable		no Antoine constants for ethyl-ethanoate
kerotakis	ethyl-ethanoate-ethanol@x1=0.3	y1	unavailable		no Antoine constants for ethyl-ethanoate
kerotakis	ethyl-ethanoate-ethanol@x1=0.5	tbub_c	unavailable		no Antoine constants for ethyl-ethanoate
kerotakis	ethyl-ethanoate-ethanol@x1=0.5	y1	unavailable		no Antoine constants for ethyl-ethanoate
kerotakis	ethyl-ethanoate-ethanol@x1=0.7	tbub_c	unavailable		no Antoine constants for ethyl-ethanoate
kerotakis	ethyl-ethanoate-ethanol@x1=0.7	y1	unavailable		no Antoine constants for ethyl-ethanoate
kerotakis	ethyl-ethanoate-ethanol@x1=0.9	tbub_c	unavailable		no Antoine constants for ethyl-ethanoate
kerotakis	ethyl-ethanoate-ethanol@x1=0.9	y1	unavailable		no Antoine constants for ethyl-ethanoate
kerotakis	ethyl-ethanoate-ethanol@flash	vapour_fraction	unavailable		no Antoine constants for ethyl-ethanoate
feos-pcsaft	ethyl-ethanoate-ethanol@x1=0.1	tbub_c	ok	7.6380597156e1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	ethyl-ethanoate-ethanol@x1=0.1	y1	ok	1.6652147246e-1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	ethyl-ethanoate-ethanol@x1=0.3	tbub_c	ok	7.3312740809e1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	ethyl-ethanoate-ethanol@x1=0.3	y1	ok	4.0848273209e-1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	ethyl-ethanoate-ethanol@x1=0.5	tbub_c	ok	7.1821727620e1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	ethyl-ethanoate-ethanol@x1=0.5	y1	ok	5.5971781980e-1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	ethyl-ethanoate-ethanol@x1=0.7	tbub_c	ok	7.1577539040e1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	ethyl-ethanoate-ethanol@x1=0.7	y1	ok	6.7450902416e-1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	ethyl-ethanoate-ethanol@x1=0.9	tbub_c	ok	7.3056862829e1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	ethyl-ethanoate-ethanol@x1=0.9	y1	ok	8.1357932053e-1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	ethyl-ethanoate-ethanol@flash	vapour_fraction	unavailable		No phase split according to stability analysis.
kerotakis	hexane-heptane@x1=0.1	tbub_c	unavailable		no Antoine constants for hexane
kerotakis	hexane-heptane@x1=0.1	y1	unavailable		no Antoine constants for hexane
kerotakis	hexane-heptane@x1=0.3	tbub_c	unavailable		no Antoine constants for hexane
kerotakis	hexane-heptane@x1=0.3	y1	unavailable		no Antoine constants for hexane
kerotakis	hexane-heptane@x1=0.5	tbub_c	unavailable		no Antoine constants for hexane
kerotakis	hexane-heptane@x1=0.5	y1	unavailable		no Antoine constants for hexane
kerotakis	hexane-heptane@x1=0.7	tbub_c	unavailable		no Antoine constants for hexane
kerotakis	hexane-heptane@x1=0.7	y1	unavailable		no Antoine constants for hexane
kerotakis	hexane-heptane@x1=0.9	tbub_c	unavailable		no Antoine constants for hexane
kerotakis	hexane-heptane@x1=0.9	y1	unavailable		no Antoine constants for hexane
kerotakis	hexane-heptane@flash	vapour_fraction	unavailable		no Antoine constants for hexane
feos-pcsaft	hexane-heptane@x1=0.1	tbub_c	ok	9.4201517112e1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	hexane-heptane@x1=0.1	y1	ok	2.0029868395e-1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	hexane-heptane@x1=0.3	tbub_c	ok	8.6898718712e1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	hexane-heptane@x1=0.3	y1	ok	4.9912272779e-1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	hexane-heptane@x1=0.5	tbub_c	ok	8.0708933627e1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	hexane-heptane@x1=0.5	y1	ok	7.0497318212e-1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	hexane-heptane@x1=0.7	tbub_c	ok	7.5402349670e1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	hexane-heptane@x1=0.7	y1	ok	8.5101394955e-1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	hexane-heptane@x1=0.9	tbub_c	ok	7.0799700751e1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	hexane-heptane@x1=0.9	y1	ok	9.5746871503e-1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	hexane-heptane@flash	vapour_fraction	unavailable		No phase split according to stability analysis.
kerotakis	pentane-hexane@x1=0.1	tbub_c	unavailable		no Antoine constants for pentane
kerotakis	pentane-hexane@x1=0.1	y1	unavailable		no Antoine constants for pentane
kerotakis	pentane-hexane@x1=0.3	tbub_c	unavailable		no Antoine constants for pentane
kerotakis	pentane-hexane@x1=0.3	y1	unavailable		no Antoine constants for pentane
kerotakis	pentane-hexane@x1=0.5	tbub_c	unavailable		no Antoine constants for pentane
kerotakis	pentane-hexane@x1=0.5	y1	unavailable		no Antoine constants for pentane
kerotakis	pentane-hexane@x1=0.7	tbub_c	unavailable		no Antoine constants for pentane
kerotakis	pentane-hexane@x1=0.7	y1	unavailable		no Antoine constants for pentane
kerotakis	pentane-hexane@x1=0.9	tbub_c	unavailable		no Antoine constants for pentane
kerotakis	pentane-hexane@x1=0.9	y1	unavailable		no Antoine constants for pentane
kerotakis	pentane-hexane@flash	vapour_fraction	unavailable		no Antoine constants for pentane
feos-pcsaft	pentane-hexane@x1=0.1	tbub_c	ok	6.3221255582e1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	pentane-hexane@x1=0.1	y1	ok	2.3881498508e-1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	pentane-hexane@x1=0.3	tbub_c	ok	5.4478958476e1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	pentane-hexane@x1=0.3	y1	ok	5.5078212582e-1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	pentane-hexane@x1=0.5	tbub_c	ok	4.7826332244e1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	pentane-hexane@x1=0.5	y1	ok	7.4071027455e-1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	pentane-hexane@x1=0.7	tbub_c	ok	4.2525553064e1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	pentane-hexane@x1=0.7	y1	ok	8.6807206718e-1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	pentane-hexane@x1=0.9	tbub_c	ok	3.8103886963e1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	pentane-hexane@x1=0.9	y1	ok	9.6126175419e-1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	pentane-hexane@flash	vapour_fraction	unavailable		No phase split according to stability analysis.
kerotakis	toluene-heptane@x1=0.1	tbub_c	unavailable		no Antoine constants for toluene
kerotakis	toluene-heptane@x1=0.1	y1	unavailable		no Antoine constants for toluene
kerotakis	toluene-heptane@x1=0.3	tbub_c	unavailable		no Antoine constants for toluene
kerotakis	toluene-heptane@x1=0.3	y1	unavailable		no Antoine constants for toluene
kerotakis	toluene-heptane@x1=0.5	tbub_c	unavailable		no Antoine constants for toluene
kerotakis	toluene-heptane@x1=0.5	y1	unavailable		no Antoine constants for toluene
kerotakis	toluene-heptane@x1=0.7	tbub_c	unavailable		no Antoine constants for toluene
kerotakis	toluene-heptane@x1=0.7	y1	unavailable		no Antoine constants for toluene
kerotakis	toluene-heptane@x1=0.9	tbub_c	unavailable		no Antoine constants for toluene
kerotakis	toluene-heptane@x1=0.9	y1	unavailable		no Antoine constants for toluene
kerotakis	toluene-heptane@flash	vapour_fraction	unavailable		no Antoine constants for toluene
feos-pcsaft	toluene-heptane@x1=0.1	tbub_c	ok	9.8722797992e1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	toluene-heptane@x1=0.1	y1	ok	8.8970044720e-2	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	toluene-heptane@x1=0.3	tbub_c	ok	9.9800761146e1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	toluene-heptane@x1=0.3	y1	ok	2.5679585974e-1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	toluene-heptane@x1=0.5	tbub_c	ok	1.0141388765e2	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	toluene-heptane@x1=0.5	y1	ok	4.2125933997e-1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	toluene-heptane@x1=0.7	tbub_c	ok	1.0379365734e2	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	toluene-heptane@x1=0.7	y1	ok	6.0076536634e-1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	toluene-heptane@x1=0.9	tbub_c	ok	1.0757123090e2	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	toluene-heptane@x1=0.9	y1	ok	8.3429380299e-1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	toluene-heptane@flash	vapour_fraction	unavailable		No phase split according to stability analysis.
kerotakis	carbon-dioxide-ethanol@x1=0.1	tbub_c	unavailable		no Antoine constants for carbon-dioxide
kerotakis	carbon-dioxide-ethanol@x1=0.1	y1	unavailable		no Antoine constants for carbon-dioxide
kerotakis	carbon-dioxide-ethanol@x1=0.3	tbub_c	unavailable		no Antoine constants for carbon-dioxide
kerotakis	carbon-dioxide-ethanol@x1=0.3	y1	unavailable		no Antoine constants for carbon-dioxide
kerotakis	carbon-dioxide-ethanol@x1=0.5	tbub_c	unavailable		no Antoine constants for carbon-dioxide
kerotakis	carbon-dioxide-ethanol@x1=0.5	y1	unavailable		no Antoine constants for carbon-dioxide
kerotakis	carbon-dioxide-ethanol@x1=0.7	tbub_c	unavailable		no Antoine constants for carbon-dioxide
kerotakis	carbon-dioxide-ethanol@x1=0.7	y1	unavailable		no Antoine constants for carbon-dioxide
kerotakis	carbon-dioxide-ethanol@x1=0.9	tbub_c	unavailable		no Antoine constants for carbon-dioxide
kerotakis	carbon-dioxide-ethanol@x1=0.9	y1	unavailable		no Antoine constants for carbon-dioxide
kerotakis	carbon-dioxide-ethanol@flash	vapour_fraction	unavailable		no Antoine constants for carbon-dioxide
feos-pcsaft	carbon-dioxide-ethanol@x1=0.1	tbub_c	ok	-5.6538182816e1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	carbon-dioxide-ethanol@x1=0.1	y1	ok	9.9991970070e-1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	carbon-dioxide-ethanol@x1=0.3	tbub_c	ok	-7.7409625263e1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	carbon-dioxide-ethanol@x1=0.3	y1	ok	9.9999596137e-1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	carbon-dioxide-ethanol@x1=0.5	tbub_c	ok	-8.4092284435e1	esper2023+rehner2023; needed 1 restart(s)
